no te rindas;rendir:v:[n=0,p=2] , aún estás;estar:v:[n=0,p=2] a tiempo;*:n:[n=0]	ani reñeme'ẽ;ñeme'ẽ:v|me'ẽ:v , ikatu;katu:v gueterei
ñande Ru interpretó;interpretar:v:[n=0,p=3] el sentimiento;*:n:[n=0] de los miembros;miembro:n:[n=1] de la gran;grande:a:[n=0] aldea;*:n:[n=0] Guarani e hizo;hacer:v:[n=0,p=3] crecer;*:v:[] un;*:a:[n=0] nuevo;*:a:[n=0]|*:n:[n=0] árbol;*:n:[n=0] en aquel lugar;*:n:[n=0] , un;*:a:[n=0] árbol;*:n:[n=0] incorruptible , fuerte;*:a:[n=0]|*:n:[n=0] , duro;durar:v:[n=0,p=1]|*:a:[n=0]|*:n:[n=0] , de estatura;*:n:[n=0] alta;alto:a:[n=0]|*:n:[n=0] y de gran;grande:a:[n=0] resistencia;*:n:[n=0] ; al cual los Guarani bautizaron Urunde'y , nombre;*:n:[n=0] de aquel gran;grande:a:[n=0] guerrero;*:n:[n=0] que por mucho;*:a:[n=0] tiempo;*:n:[n=0] los gobernó;gobernar:v:[n=0,p=3] .	ñande;*:n|* Ru ohechakuaa;<hecha:v Guarani Rekoha Guasuygua remiandu;<hemiandu:n ha omoheñói;moheñói:v|<heñói:v upepete peteĩ;*:n yvyra;*:n pyahu , hekotuju'ỹva , hatã;<hatã:v|<hatã:n , ijyvateporã ha hekoverosã añetetéva ; Guaranikuéra omboherava'ekue;<héra:v upe;*:n|* yvyrápe;yvyra:n : Urunde'y , ohechakuaávo;<hecha:v (vo) pe;*:n|* guarini;*:n guasúpe;guasu:n are;a:n omotenondeva'ekue;motenonde:v chupekuéra;ha'e:n .
hasta hoy el Urunde'y es;ser:v:[n=0,p=3] un;*:a:[n=0] árbol;*:n:[n=0] muy admirado;admirar:v:[n=0]|*:a:[n=0] y apreciado;apreciar:v:[n=0]|*:a:[n=0] ; y esta es;ser:v:[n=0,p=3] la leyenda;*:n:[n=0] de ese hermoso;*:a:[n=0] árbol;*:n:[n=0] .	ko'áĝa peve;pe:n|* Urunde'y ha'e;*:n|'e:v|* yvyra;*:n ojehecharamo;<hecha:v ha ojehayhúva;<hayhu:v|jehayhu:v ha kóva;*:n|* niko ha'e;*:n|'e:v|* pe;*:n|* mombe'upy;mombe'u:n imandu'áva;mandu'a:v|mandu'a:n pe;*:n|* yvyra;*:n porãitére;po:n .
finalmente , cabe;caber:v:[n=0,p=3] mencionar;*:v:[] que la partícula;*:n:[n=0] sufija “ y ” quiere;querer:v:[n=0,p=3] decir;*:v:[] “ árbol;*:n:[n=0] o planta;plantar:v:[n=0,p=3]|*:n:[n=0] ” por eso aparece;aparecer:v:[n=0,p=3] en la denominación;*:n:[n=0] de prácticamente todas;todo:a:[n=1] las variedades;variedad:n:[n=1] forestales ( urunde - y , karanda - y , guapo;*:a:[n=0] - y , kurupa - y , jata - y , juasy - y , amba - y ), y en zonas;zona:n:[n=1] acuáticas;acuático:a:[n=1] la “ y ” sirve;servir:v:[n=0,p=3] para;* indicar;*:v:[] ríos;río:n:[n=1] ( arroyos;arroyo:n:[n=1] o cursos;curso:n:[n=1] de aguas;agua:n:[n=1] ) con abundancia;*:n:[n=0] de determinados;determinar:v:[n=1] peces;pez:n:[n=1] u otras;otro:n:[n=1]|otro:a:[n=1] especies;especiar:v:[n=0,p=2]|especie:n:[n=1] y variedades;variedad:n:[n=1] acuáticas;acuático:a:[n=1] ( suruvi - y , pirape - y , jatyta - y , akara - y , javevýi - y ).	ipahápe;pa:n|paha:n|*|pa:v|paha:v , tekotevẽ;<hekotevẽ:n ñamyesakã;myesakã:v pe;*:n|* ñe'ẽpehẽtai upeigua “ y;*:n ” he'iseha;he'ise:n|'e:v “ yvyra;*:n térã ka'avo;*:n ”, upévare;upe:n omoirũjepi;moirũ:v opavavete nunga yvyra;*:n rerakuérape;<héra:n ( urunde - y;*:n , karanda - y;*:n , guapo - y;*:n , kurupa - y;*:n , jata - y;*:n , juasy - y;*:n , amba - y;*:n ), ha he'õháme katu , pe;*:n|* “ y;*:n ” he'ise;*:n|'e:v “ ysyry;*:n ” hetahápe;<heta:v|<heta:n peteĩchagua;peteĩ:n pira;*:n térã ambue;*:n mymba;*:n oikóva;iko:v|ko:v ýpe;y:n ha y;*:n jere;*:n rupi;<hupi:n|* ( suruvi - y;*:n , pirape - y;*:n , jatyta;*:n - y;*:n , akara - y;*:n , javevýi - y;*:n ).
todos;todo:a:[n=1] estos nombres;nombre:n:[n=1]|nombrar:v:[n=0,p=2] son;*:n:[n=0]|ser:v:[n=1,p=3] muy antiguos;antiguo:a:[n=1] , corresponden;corresponder:v:[n=1,p=3] a la historia;*:n:[n=0] de la América precolombina ; es;ser:v:[n=0,p=3] decir;*:v:[] , de antes de 1492.	opaite;*|pa:v|opa:n ko'ã;*:n|* téra;<héra:n niko aretereiguaréma;a:n ; oĩmava'ekuevoi Colón oĝuahẽ;ĝuahẽ:v mboyve Amérikape ; ja'eporãsérõ , ary;*:n 1492 mboyve .
hecho;hacer:v:[n=0]|*:a:[n=0]|*:n:[n=0] ocurrido;ocurrir:v:[n=0] en 1892, verdadero;*:a:[n=0]|*:n:[n=0] , extraído;extraer:v:[n=0] de una;un:a:[n=0] biografía;*:n:[n=0] .	ko mba'e;*:n ojehúkuri;jehu:v|jehu+kuri:v 1892- pe;*:n|* , añetegua;añete:n|*:n , oñenohẽkuri;ñenohẽ:v|ñenohẽ+kuri:v peteĩ;*:n tekohaipyrégui .
un;*:a:[n=0] señor;*:n:[n=0] de unos;un:a:[n=1] 70 años;año:n:[n=1] viajaba;viajar:v:[n=0,p=3]|viajar:v:[n=0,p=1] en un;*:a:[n=0] transporte;transportar:v:[n=0,p=3]|transportar:v:[n=0,p=1]|*:n:[n=0] teniendo;tener:v:[] sentado;sentar:v:[n=0] a su lado;*:n:[n=0] a un;*:a:[n=0] joven;*:a:[n=0]|*:n:[n=0] universitario que leía;leer:v:[n=0,p=3]|leer:v:[n=0,p=1] su libro;librar:v:[n=0,p=1]|*:n:[n=0] de Ciencias .	peteĩ;*:n karai;*:n orekóva;ko:v 70 ary;*:n rupi;<hupi:n|* ohohína;ha:v peteĩ;*:n mba'yrúpe;mba'yru:n ha ijykére;yke:n oguapy;guapy:v peteĩ;*:n mitãrusu;*:n mbo'ehaovusupegua temimbo'e;<hemimbo'e:n omoñe'ẽva;moñe'ẽ:v|ñe'ẽ:v iñaranduka Tembikuaaty rehegua .
el caballero;*:n:[n=0] también leía;leer:v:[n=0,p=3]|leer:v:[n=0,p=1] un;*:a:[n=0] libro;librar:v:[n=0,p=1]|*:n:[n=0] de portada;*:n:[n=0]|portar:v:[n=0] negra;negro:a:[n=0]|*:n:[n=0] .	karai;*:n avei omoñe'ẽ;moñe'ẽ:v|ñe'ẽ:v ohóvo;ha:v (vo) peteĩ;*:n aranduka ijapehũva .
fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] cuando el joven;*:a:[n=0]|*:n:[n=0] percibió;percibir:v:[n=0,p=3] que se trataba;tratar:v:[n=0,p=1]|tratar:v:[n=0,p=3] de la Biblia y que estaba;estar:v:[n=0,p=3]|estar:v:[n=0,p=1] abierta;abrir:v:[n=0]|abierto:a:[n=0] en el Evangelio de Marcos .	mitãrusu;*:n ohechakuaákuri;<hecha+kuri:v|<hecha:v upe;*:n|* aranduka ha'eha;'e:v Biblia ha ojepe'aha;jepe'a:v|pe'a:v Marcos rembihaípe .
el muchacho;*:n:[n=0] interrumpió;interrumpir:v:[n=0,p=3] la lectura;*:n:[n=0] del viejo;*:a:[n=0]|*:n:[n=0] y le preguntó;preguntar:v:[n=0,p=3] : -“ Señor , ¿ usted todavía cree;crear:v:[n=0,p=1]|creer:v:[n=0,p=3]|crear:v:[n=0,p=3] en ese libro;librar:v:[n=0,p=1]|*:n:[n=0] lleno;*:a:[n=0]|*:n:[n=0]|llenar:v:[n=0,p=1] de fábulas;fábula:n:[n=1] y cuentos;cuento:n:[n=1] ?”.	mitãrusu;*:n ojoko;joko:v|ko:v pe;*:n|* tujami moñe'ẽ ha oporandu;porandu:v : -“ Karai , ¿ ndépiko;nde+piko:n|nde:n reguerovia;rovia:v gueterei pe;*:n|* aranduka henyhẽva;<henyhẽ:v morangu;*:n ha ñemombe'úgui;mombe'u:n ?”.
-“ Sí , mas no es;ser:v:[n=0,p=3] un;*:a:[n=0] libro;librar:v:[n=0,p=1]|*:n:[n=0] de cuentos;cuento:n:[n=1] , es;ser:v:[n=0,p=3] la Palabra de Dios , o ¿ estoy;estar:v:[n=0,p=1] equivocado;equivocar:v:[n=0]|*:a:[n=0] ?”.	-“ Aguerovia , hákatu kóvango;kóva:n ndaha'é ñemombe'urei aranduka , kóvango;kóva:n Tupã;tupã:n ñe'ẽ;*:n , térãpa ajavy;ja:v|<javy:v ”.
-“ Pero claro;*:a:[n=0]|*:n:[n=0] que lo está;estar:v:[n=0,p=3]|estar:v:[n=0,p=2] .	-“ Héẽ , rejavy;ja:v|<javy:v .
creo;crear:v:[n=0,p=1]|creer:v:[n=0,p=1] que usted señor;*:n:[n=0] debería;deber:v:[n=0,p=1]|deber:v:[n=0,p=3] estudiar;*:v:[] Historia Universal y verá;ver:v:[n=0,p=3] que la Revolución Francesa , ocurrida;ocurrir:v:[n=0] hace;hacer:v:[n=0,p=3] más de 100 años;año:n:[n=1] , mostró;mostrar:v:[n=0,p=3] la miopía;*:n:[n=0] de la religión;*:n:[n=0] .	chénteko;che:n|che+ko:n ha'e;*:n|'e:v|* nde;*:n|* remoñe'ẽva'erãha Arapy Rembiasakue ha upépe;upe:n rehechakuaáta;<hecha:v Revolución Francesa , ojehuva'ekue;jehu:v 100 ary;*:n rasamíma , ohechaukahague;<hechauka:v|<hecha:v jeroviakatu vyroreiha .
solamente personas;persona:n:[n=1] sin cultura;*:n:[n=0] todavía creen;creer:v:[n=1,p=3]|crear:v:[n=1,p=3] que Dios hizo;hacer:v:[n=0,p=3] el mundo;*:n:[n=0] en 6 días;día:n:[n=1] .	tapicha;<hapicha:n tavýnte;tavy:n|tavy+nte:s oguerovia;rovia:v gueterei Tupã;tupã:n ojapohague;<japo:v yvóra 6 árape;ára:n .
usted señor;*:n:[n=0] debería;deber:v:[n=0,p=1]|deber:v:[n=0,p=3] conocer;*:v:[] un;*:a:[n=0] poco;*:a:[n=0]|*:n:[n=0] más lo que los Científicos dicen;decir:v:[n=1,p=3] de todo;*:a:[n=0] eso ”.	ndéngo;nde:n reñeha'ãva'erã;<ha'ã:v|ha'ã:v|ñeha'ã:v reikuaamive;kuaa:v mba'épa;mba'e:n|* he'i;'e:v umi tembikuaatyhára umi mba'ére;mba'e:n ”.
-“ Y ... ¿ es;ser:v:[n=0,p=3] eso mismo;*:a:[n=0] lo que los científicos;científico:n:[n=1] dicen;decir:v:[n=1,p=3] sobre;* la Biblia ?”, preguntó;preguntar:v:[n=0,p=3] el viejo;*:a:[n=0]|*:n:[n=0] .	-“ Ha … ¿ umíva umi mba'épiko;mba'e+piko:s|mba'e:n he'i;'e:v umi tembikuaatyhára Biblia - pe;*:n|* ojehaívare;hai:v ?”, oporandu;porandu:v tujami .
-“ Como voy;ir:v:[n=0,p=1] a bajar;*:v:[] en la próxima;próximo:a:[n=0] estación;*:n:[n=0] , no tengo;tener:v:[n=0,p=1] tiempo;*:n:[n=0] de explicarle;explicar:v:[] (le) .	-“ Aguejýtagui ambue;*:n japytatahápe , nda'ijavéima chéve;che:n amyesakã;myesakã:v haĝua ndéve;nde:n .
déme su tarjeta;*:n:[n=0] para;* mandarle;mandar:v:[] (le) material;*:n:[n=0] sobre;* este;*:n:[n=0] tema;temer:v:[n=0,p=3]|*:n:[n=0]|temer:v:[n=0,p=1] ”, respondió;responder:v:[n=0,p=3] el joven;*:a:[n=0]|*:n:[n=0] al anciano;*:a:[n=0]|*:n:[n=0] .	eme'ẽna;me'ẽ:v chéve;che:n ne;nde:n kuatia'atã'i ikatuhaĝuáicha amoĝuahẽ;moĝuahẽ:v|ĝuahẽ:v ndéve;nde:n heta;<heta:v marandu;*:n ko mba'e;*:n rehegua ”, ombohovái;mbohovái:v tujamí upe;*:n|* mitãrusúpe;mitãrusu:n .
el anciano;*:a:[n=0]|*:n:[n=0] entonces , con mucha;mucho:a:[n=0] paciencia;*:n:[n=0] , sacó;sacar:v:[n=0,p=3] su tarjeta;*:n:[n=0] y se la dio;dar:v:[n=0,p=3] al muchacho;*:n:[n=0] .	upérõ;upe+rõ:s|upe:n tujami , mbeguekatumi , onohẽ ikuatia'atã'i ha ome'ẽ;me'ẽ:v mitãrusúpe;mitãrusu:n .
cuando éste leyó;leer:v:[n=0,p=3] lo que allí decía;decir:v:[n=0,p=1]|decir:v:[n=0,p=3] se sobresaltó;sobresaltar:v:[n=0,p=3] y salió;salir:v:[n=0,p=3] cabizbajo;*:a:[n=0] .	kóva;*:n|* omoñe'ẽvo;moñe'ẽ+vo:v|ñe'ẽ+vo:v hese;ha'e:n he'íva;'e:v oñemondýi;mondýi:v|ñemondýi:v ha ñakãitýpe oho;ha:v .
en la tarjeta;*:n:[n=0] decía;decir:v:[n=0,p=1]|decir:v:[n=0,p=3] : Profesor Doctor Louis Pasteur , Director General del Instituto de Investigaciones Científicas , Universidad Nacional de Francia .	kuatia'atã'íre he'i;'e:v : Mbo'ehára Tembikuaajára Louis Pasteur , Tembikuaareka Renda Motenondehára , Francia Retã Mbo'ehaovusu .
“ Un poco;*:a:[n=0]|*:n:[n=0] de ciencia;*:n:[n=0] nos aparta;apartar:v:[n=0,p=3] de Dios .	“ Michĩ jave;*|ja:n tembikuaaty ñanemomombyry;momombyry:v Tupãgui;tupã:n .
mucha;mucho:a:[n=0] , nos aproxima;aproximar:v:[n=0,p=3] ”.	heta;<heta:v jave;*|ja:n , ñanemo'aĝui ”.
esta antigua;antiguo:a:[n=0] leyenda;*:n:[n=0] intenta;intentar:v:[n=0,p=3] explicar;*:v:[] la causa;*:n:[n=0] del porqué;*:n:[n=0] los Tupi viven;vivir:v:[n=1,p=3] en el Brasil y los Guarani en el Paraguay .	ko mombe'upy;mombe'u:n tujaite oñeha'ẽ ombohovái;mbohovái:v mba'eicharupípa Tupi oĩ;ĩ:v Brasil - pe;*:n|* ha Guarani katu Paraguay;paraguay:n retãme;<hetã:n .
dos;*:a:[n=1]|*:n:[n=0] hermanos;hermano:n:[n=1] , Guarani y Tupi , llegaron;llegar:v:[n=1,p=3] con sus familiares;familiar:n:[n=1]|familiar:a:[n=1] a América .	mokõi;*:n joyke'y;*:n , Guarani ha Tupi oĝuahẽkuri;ĝuahẽ+kuri:v|ĝuahẽ:v ipehẽnguekuéra;pehẽngue:n ndive Amérikape .
después de buscar;*:v:[] por mucho;*:a:[n=0] tiempo;*:n:[n=0] a hombres;hombre:n:[n=1] y mujeres;mujer:n:[n=1] como;comer:v:[n=0,p=1]|* ellos , se dieron;dar:v:[n=1,p=3] cuenta;contar:v:[n=0,p=3]|*:n:[n=0] con esta enorme;*:a:[n=0] extensión;*:n:[n=0] de tierra;*:n:[n=0] solamente habían;haber:v:[n=1,p=3] campos;campo:n:[n=1] , montes;monte:n:[n=1]|montar:v:[n=0,p=2] y animales;animal:n:[n=1] salvajes;salvaje:n:[n=1] .	heta;<heta:v oheka;<heka:v rire kuimba'e;*:n ha kuña;*:n ha'ekueraichagua;ha'e:n , ohechakuaa;<hecha:v hikuái ko yvy;*:n guasuetépe oĩha;ĩ:v ñu;*:n , ka'aguy;*:n|ka'a:n ha mymba;*:n ñarõ mante .
luego de la larga;largo:a:[n=0]|largar:v:[n=0,p=3]|*:n:[n=0] búsqueda;*:n:[n=0] y al no encontrar;*:v:[] semejantes , fundaron;fundar:v:[n=1,p=3] sus pueblos;pueblo:n:[n=1] .	heta;<heta:v oheka;<heka:v rire ha ndojuhúimarõ;juhu:v (rõ) hapichakuerarã ; upémarõ;upe:s (rõ) , omoheñói;moheñói:v|<heñói:v itavarã .
en esas comunidades;comunidad:n:[n=1] vivieron;vivir:v:[n=1,p=3] por mucho;*:a:[n=0] tiempo;*:n:[n=0] en paz;*:n:[n=0] y amistad;*:n:[n=0] , juntos;junto:a:[n=1] y solidariamente .	umi táva;*:n rupi;<hupi:n|* oiko;iko:v|ko:v heta;<heta:v ára;*:n teko;<heko:n marangatu ha mborayhu;*:n pa'ũme;pa'ũ:n , oñondivepa , jekupytýpe .
viviendo;vivir:v:[] así;asir:v:[n=0,p=2]|asir:v:[n=0,p=1]|* comenzaron;comenzar:v:[n=1,p=3] a multiplicarse;multiplicar:v:[+rflx] se y a tener;*:v:[] sus desavenencias;desavenencia:n:[n=1] .	upéicha;upe:n oikokuévo oñepyrũ;ñepyrũ:v|pyrũ:v hetave;<heta:v ha avei oikovaiñepyrũkuri ojoapytépe .
ya no podían;poder:v:[n=1,p=3] vivir;*:v:[]|*:n:[n=0] en armonía;*:n:[n=0] .	ndaikatuvéima;katu:v oiko;iko:v|ko:v hikuái peteĩ;*:n ñe'ẽme;ñe'ẽ:n .
un;*:a:[n=0] día;*:n:[n=0] pelearon;pelear:v:[n=1,p=3] muy violentamente .	peteĩ;*:n ára;*:n oñorairõmbaguasúkuri .
la causa;*:n:[n=0] de dicho;decir:v:[n=0]|*:n:[n=0] conflicto;*:n:[n=0] fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] la pelea;pelear:v:[n=0,p=3]|*:n:[n=0] que sostuvieron;sostener:v:[n=1,p=3] las esposas;esposa:n:[n=1] de dos;*:a:[n=1]|*:n:[n=0] Caciques por la posesión;*:n:[n=0] de un;*:a:[n=0] loro;*:n:[n=0] que vivía;vivir:v:[n=0,p=1]|vivir:v:[n=0,p=3] en las proximidades;proximidad:n:[n=1] de sus chozas;choza:n:[n=1] .	upe;*:n|* mba'e;*:n ojehu;jehu:v mokõi;*:n kuña;*:n omendáva;menda:v mokõi;*:n mburuvicháre;mburuvicha:n , oipotágui;pota:v imba'erã peteĩ;*:n gua'a;*:n oikova hogakuéra;<hóga:n jerére;jere:n .
entonces los dos;*:a:[n=1]|*:n:[n=0] Caciques se dieron;dar:v:[n=1,p=3] cuenta;contar:v:[n=0,p=3]|*:n:[n=0] que en esa gran;grande:a:[n=0] disputa;disputar:v:[n=0,p=3]|*:n:[n=0] podían;poder:v:[n=1,p=3] eliminarse;eliminar:v:[+rflx] se mutuamente y por eso resolvieron;resolver:v:[n=1,p=3] separarse;separar:v:[+rflx] se desde ese día;*:n:[n=0] .	upémarõ;upe:s (rõ) umi mokõi;*:n mburuvicha;*:n ohechakuaa;<hecha:v upe;*:n|* ñorairõ;*:n guasúpe;guasu:n ojojukapataha hikuái ; upévare;upe:n oñemomombyry;ñemomombyry:v|momombyry:v ñepyrũ;pyrũ:n upe;*:n|* ára;*:n guive .
el mayor;*:a:[n=0]|*:n:[n=0] , Tupi , quedó;quedar:v:[n=0,p=3] en el actual;*:a:[n=0] territorio;*:n:[n=0] del Brasil , donde ya estaba;estar:v:[n=0,p=3]|estar:v:[n=0,p=1] viviendo;vivir:v:[] ; y el menor;*:a:[n=0]|*:n:[n=0] llamado;llamar:v:[n=0]|*:a:[n=0] Guarani , vino;venir:v:[n=0,p=3]|*:n:[n=0] con los suyos al sur;*:n:[n=0] , al territorio;*:n:[n=0] del Paraguay y sus alrededores;alrededor:n:[n=1] .	tyke'ýra;ryke'y:n , ha'éva;'e:v|ha'e:n Tupi , opyta;pyta:v Brasilpe , oikohapevoi ; ha tyvýra;ryvy:n , hérava;<hérava:v|<héra:v|<héra:n Guarani , oúkuri;ju:v|ju+kuri:v ipehẽnguekuéra;pehẽngue:n ndive , Ñemby gotyo , Paraguay;paraguay:n retã;<hetã:n ha ijerére;jere:n .
al pasar;*:v:[] la fiesta;*:n:[n=0] de la Virgen de Ka'akupe todos;todo:a:[n=1] ya se aprestan;aprestar:v:[n=1,p=3] para;* celebrar;*:v:[] la más grande;*:a:[n=0] fiesta;*:n:[n=0] de la tradición;*:n:[n=0] cristiana;cristianar:v:[n=0,p=3] : la Navidad o Natividad ; es;ser:v:[n=0,p=3] decir;*:v:[] , la recordación del Nacimiento del Niño Jesús .	ohasávo;<hasa:v (vo) Tupãsy Ka'akupe ára;*:n opavave oñembosako'íma;mbosako'i:v|ñembosako'i:v oguero'ayvu haĝua pe;*:n|* vy'a;*:n tuichavéva , cristiano rekópe;<heko:n , ha'éva;'e:v|ha'e:n Arareñói térã Tupãra'y;tupã:n Arareñói gueromandu'a .
en efecto;*:n:[n=0] , en todo;*:a:[n=0] el mundo;*:n:[n=0] cristiano;*:n:[n=0]|cristianar:v:[n=0,p=1] , el 24 de diciembre;*:n:[n=0] es;ser:v:[n=0,p=3] Nochebuena y el 25 de diciembre;*:n:[n=0] es;ser:v:[n=0,p=3] Navidad .	añetehápe;añete:n|* , ko yvóra tuichakue;*:n javeve;veve:v , 24 jasypakõi;*:n ha'e;*:n|'e:v|* Pyharemarangatu ha 25 jasypakõi;*:n katu Arareñói .
tiempo;*:n:[n=0] de reflexión;*:n:[n=0] , de perdón;*:n:[n=0] , de amor;*:n:[n=0] .	mokõive;mokõi:n , peteĩme;peteĩ:n , ha'e;*:n|'e:v|* py'amongeta;*:n , ñyrõ ha mborayhu;*:n ára;*:n .
la Navidad representa;representar:v:[n=0,p=3] una;un:a:[n=0] nueva;nuevo:a:[n=0]|*:n:[n=0] oportunidad;*:n:[n=0] para;* renovar;*:v:[] la vida;*:n:[n=0] , para;* corregir;*:v:[] el camino;caminar:v:[n=0,p=1]|*:n:[n=0] , para;* celebrar;*:v:[] la vida;*:n:[n=0] .	arareñói niko peteĩ;*:n pa'u opavave jaguerekóva;reko:v ñambopyahu;mbopyahu:v haĝua ñande;*:n|* rekove;<heko:n|<hekove:n ; ñamyatyrõ;myatyrõ:v haĝua ñande;*:n|* rape;<hape:n ha jaguero'ayvu haĝua teko;<heko:n .
es;ser:v:[n=0,p=3] el tiempo;*:n:[n=0] para;* deponer rencores;rencor:n:[n=1] y maldades;maldad:n:[n=1] .	upe;*:n|* árape;ára:n tekotevẽ;<hekotevẽ:n ñamboyke;mboyke:v ñeko'õi;ko'õi:n|*:n ha ñaña;*:n .
no existe;existir:v:[n=0,p=3] nada;nadar:v:[n=0,p=3]|*:n:[n=0] más bonito;*:a:[n=0]|*:n:[n=0] esa noche;*:n:[n=0] que confundirse;confundir:v:[+rflx] se en un;*:a:[n=0] fuerte;*:a:[n=0]|*:n:[n=0] y emotivo abrazo;*:n:[n=0]|abrazar:v:[n=0,p=1] con los seres;ser:n:[n=1] queridos;querido:n:[n=1]|querido:a:[n=1]|querer:v:[n=1] y dejar;*:v:[] al Niño Jesús que renazca en nuestros corazones;corazón:n:[n=1] y en nuestras vidas;vida:n:[n=1] .	ndaipóri mba'e;*:n iporãvéva;porã:v upe;*:n|* pyharépe;pyhare:n|py:n jahechárõ;<hecha:v (rõ) opavavépe oñoañuãvo mbarete;*:n porã;po:n ha upe;*:n|* jave;*|ja:n jahejávo;<heja:v (vo) Tupãra'ýpe;tupã:n heñoijey ñandepype;ñande:n .
es;ser:v:[n=0,p=3] costumbre;*:n:[n=0] preparar;*:v:[] el pesebre;*:n:[n=0] para;* revivir la Navidad de Jesús .	oikembaretéma ñande;*:n|* jepokuaápe;jepokuaa:n mymbakeha apo;po:v|*:n , jagueromandu'a haĝua Tupãra'y;tupã:n Arareñói .
la preparación;*:n:[n=0] se hace;hacer:v:[n=0,p=3] a partir;*:v:[] del 15 de diciembre;*:n:[n=0] , otros;otro:n:[n=1]|otro:a:[n=1] lo hacen;hacer:v:[n=1,p=3] el día;*:n:[n=0] 20 y algunos;alguno:a:[n=1] el día;*:n:[n=0] de la Nochebuena .	oĩ;ĩ:v ojapóva;<japo:v 15 jasypakõime ; ambue;*:n katu ojapo;<japo:v ára;*:n 20 ha oĩ;ĩ:v avei ojepóva upe;*:n|* Pyharemarangatu árape;ára:n .
se cuenta;contar:v:[n=0,p=3]|*:n:[n=0] que la tradición;*:n:[n=0] nació;nacer:v:[n=0,p=3] de la mano;manar:v:[n=0,p=1]|*:n:[n=0] de San Francisco de Asís en el siglo;*:n:[n=0] XIII después de Cristo , esparciéndose;esparcir:v:[+rflx] se posteriormente a todo;*:a:[n=0] el mundo;*:n:[n=0] ; siendo;ser:v:[] el objetivo;*:n:[n=0] esencial revivir con imágenes;imagen:n:[n=1] el nacimiento;*:n:[n=0] de Jesús - hace;hacer:v:[n=0,p=3] más de 2.000 años;año:n:[n=1] - en un;*:a:[n=0] humilde;*:a:[n=0] pesebre;*:n:[n=0] de Belén , rodeado;rodear:v:[n=0] de María y José ; también , de animales;animal:n:[n=1] ( vacas;vaca:n:[n=1] , ovejas;oveja:n:[n=1] , burros;burro:n:[n=1] , gallo;*:n:[n=0] ) y de algunos;alguno:a:[n=1] pastores;pastor:n:[n=1] ; a quienes - unos;un:a:[n=1] días;día:n:[n=1] después - se sumaron;sumar:v:[n=1,p=3] en la adoración;*:n:[n=0] los Tres Reyes Magos , que fueron;ser:v:[n=1,p=3]|ir:v:[n=1,p=3] guiados hasta el lugar;*:n:[n=0] por una;un:a:[n=0] estrella;estrellar:v:[n=0,p=3]|*:n:[n=0] .	ko jepokuaa;*:n niko omoheñoi'ypýkuri Francisco de Asís Marangatu , sa'ary'aty XIII Kirito rireguápe ha upégui;upe:n herakuãva'ekue;<herakuã:v oparupiete ; ojegueromandu'a haĝua , ta'ãngamimi rupive;<hupi:n , Hesu arareñói - ojapo;<japo:v 2.000 ary;*:n - peteĩ;*:n mymbakeha mboriahumíme , amoite Belén - me;*:n , ha oĩháme ijerére;jere:n Maria ha Hose ; avei , mymbamimi ( vaka;*:n , ovecha;*:n , chavurro ha kupyju ) ha ovechañangarekohára ; ha umívape , upe;*:n|* rire , omoirũkuri;moirũ+kuri:v|moirũ:v Tupãra'y;tupã:n jehechakuaápe umi Mbohapy Karai Mba'ekuaa , oĝuahẽva'ekue;ĝuahẽ:v upépe;upe:n peteĩ;*:n mbyja;*:n ñesãmbyhy;sãmbyhy:n rupive;<hupi:n .
ya en su inicio;iniciar:v:[n=0,p=1]|*:n:[n=0] , diciembre;*:n:[n=0] se llena;lleno:a:[n=0]|llenar:v:[n=0,p=3] de los frutos;fruto:n:[n=1] de la tierra;*:n:[n=0] : sandías , melones , piñas;piña:n:[n=1] , uvas;uva:n:[n=1] ; además , del rico;*:a:[n=0]|*:n:[n=0] choclo;*:n:[n=0] ; y todo;*:a:[n=0] el Paraguay se cubre;cubrir:v:[n=0,p=3] del agradable;*:a:[n=0] y característico olor;*:n:[n=0] de la flor;*:n:[n=0] de coco;*:n:[n=0] .	oñepyrũvo;ñepyrũ+vo:v|pyrũ+vo:v , jasypakõi;*:n henyhẽmavoi opaichagua;opa:n temitýgui : sandia , merõ;*:n , avakachi;*:n , úva;*:n ; upéicha;upe:n avei , hetéva;<hete:v|<hete:n avatiky;*:n ; ha Paraguáy tuichakue;*:n javeve;veve:v henyhẽ;<henyhẽ:v mbokaja;*:n poty;ty:v|*:n ryakuã asyetévagui .
hasta hoy la gente;*:n:[n=0] del campo;*:n:[n=0] sale;salar:v:[n=0,p=3]|salar:v:[n=0,p=1]|salir:v:[n=0,p=3] a buscar;*:v:[] las ramas;rama:n:[n=1] de ka'avove'i , arbusto;*:n:[n=0] que abunda;abundar:v:[n=0,p=3] en esta época;*:n:[n=0] .	ko'aĝaite peve;pe:n|* ñande;*:n|* rapicha;<hapicha:n okaraygua;*:n osẽ;sẽ:v oheka;<heka:v ha oikytĩ;kytĩ:v ka'avove'i rakãmimi , okakuaáva;kakuaa:v oparupiete .
