No te rindas, aún estás a tiempo	Ani reñeme'ẽ, ikatu gueterei	
Al poco tiempo, ese club constituido en Chicago comenzó a expandir sus actividades con la creación de entidades similares en todo Estados Unidos y en 1911 traspone por primera vez sus fronteras y se instala el primer club rotario en Winnipeg, Canadá.	Uperiremínte, upe atyha oñepyrũva Chicago-pe okakuaave ha upéicha rupi oñemoheñói heta atyha heseguaite ambue táva Estados Unidos-guápe ha ary 1911-pe oñemoheñói peteĩ atyha Rotary rehegua ambue tetãme; Táva Winnipeg, Canadá retãme.	
Siguieron luego clubes rotarios en Inglaterra, Irlanda, y Escocia.	Upéi Rotary okakuaave ha oñemyasãi atyha hesegua Inglaterra, Irlanda ha Escocia-pe.	
El rápido crecimiento del movimiento rotario en el mundo excedió la imaginación de su propio creador.	Pya'etereíniko okakuaa Rotary ñemongu'e ko yvórape ha ijapoharépe jepe ohesarea.	
Aparecieron clubes rotarios por todas partes y fue así, que en su rápida expansión por el mundo, en el año 1918 Rotary llega al Río de la Plata fundándose el primer club rotario de Sudamérica, el Rotary Club de Montevideo.	Oparupirei oñemopu'ã Rotary atyha ha peichahápe herakuã mbarete ko yvorapýpe ha ary 1918-pe Rotary oĝuahẽ Río de la Plata-pe ha upevakuére oñemoheñói Rotary Atyha peteĩha Sudamérica-pe, ha'éva Rotary Atyha Montevideo-gua.	
Le siguieron luego Buenos Aires (1920), Río de Janeiro (1923) y Santiago de Chile (1925).	Upéi, Buenos Aires (1920), Río de Janeiro (1923), ha Santiago de Chile (1925).	
Un 28 de noviembre del año 1927 un grupo de veinticinco destacados líderes de nuestra comunidad funda el Rotary Club de Asunción, primer club rotario del Paraguay.	Ára 28 jasypateĩ ary 1927-pe peteĩ aty oĩháme tekove joheipyre tava guasu Paraguaygua, omoheñóikuri Rotary Atyha Paraguaýgua, ha'éva Rotary Atyha peteĩha Paraguay retãme.	
Entre sus fundadores se encontraban el Dr. Zoilo Díaz Escobar, su primer presidente, Quinto Censi, Manfredo Russo, Teodoro Malbrane, Rogelio Livieres, Eliseo Da Rosa, Manuel Ferreira, Hipólito Sánchez, José Rodríguez Alcalá, Tomas Osuna, Máximo Croskey, Víctor Abente Haedo y otros más.	Umi imopu'ãhare apytépe jajuhukuaa karai Zoilo Díaz Escobar, ha'eva'ekue imotenondehára peteĩha, Quinto Censi, Manfredo Russo, Teodoro Malbrane, Rogelio Livieres, Eliseo Da Rosa, Manuel Ferreira, Hipólito Sánchez, José Rodríguez Alcalá, Tomás Osuna, Máximo Croskey, Víctor Abente Haedo ha ambue.	
A la fundación del RC de Asunción le siguieron luego Villarrica (1929), Concepción (1939), Encarnación (1940), y otros que componen hoy los veintiun clubes rotarios del Paraguay.	Rotary Atyha Táva Paraguay rire oñemopu'ãkuri Villarrica (1929), Concepción (1939), Encarnación (1940), ha ambuéva; ko'aĝaite jaguereko 21 Rotary Atyha Paraguay retãme.	
Rotary es una organización de líderes de negocios y profesionales unidos mundialmente con el propósito de prestar servicio humanitario, alentar elevadas normas de ética en los negocios y profesiones y contribuir al desarrollo de la buena voluntad y la paz en el mundo.	Rotary niko peteĩ atyha ono'õ háme tekove poravopyre omba'apóva mba'erepy ñemúme, mba'apohára katupyry ko yvoragua, ojoajupáva hikuái omoañete haĝua opaichagua jekupytyrã, omyasãi haĝua tekopotĩ mba'erepy ñemúme ha ambue tembiapópe ha oipytyvõ haĝua tapicha jehechakuaápe ha py'aguapy ñemombaretépe, ko yvy ape ári.	
Rotary congrega a hombres y mujeres de todas las razas, credos religiosos e ideas políticas, en el marco de un ambiente amistoso, democrático e imparcial.	Rotary-pe ijaty kuimba'e ha kuña ipire morotĩ, sa'yju térã hũva, ijeroviakatujoavýva ha isa'y opaichaguáva, ojohayhu, ojohecharamo ha omba'apóva hikuái tekoayhu, tekojoja ha tekopeteĩme.	
Los lazos de compañerismo y amistad constituyen la plataforma desde donde se genera el servicio a los demás, a través de actividades que los rotarios cumplen en el terreno personal, profesional y de servicio a la comunidad.	Pe irũ reko ha tekoayhu heñoiva ijapytepekuéra ha'e pe omombaretéva chupekuéra oipytyvõ haĝua ambue oikotevẽvape opaichagua tembiapo rupive, ha'ekuéra ojapóva peteĩteĩ, mba'apoháraicha ha ohechakuaávo hekohápe.	
Desde sus albores Rotary se ha destacado por su afán de lograr el entendimiento y la buena voluntad entre los pueblos de la tierra, fomentando el diálogo y creando las condiciones para la resolución de los conflictos.	Iñepyrũha guive Rotary oñeha'ãkuri ohupyty pe jeiko peteĩ ñe'ẽme ha py'amarangatúpe opaite tetã rupi ha upevarã omombarete pe ñomongeta ha oheka mba'éichapa ikatu oñembogue opaichagua ñeko'õi.	
“DAR DE SÍ ANTES DE PENSAR EN SÍ”, ha sido el lema que ha guiado a los rotarios de todo el mundo durante toda su historia.	“EME'Ẽ NDEJEHEGUI EJEPY'APY MBOYVE NDEJEHE”, ha'ehína ñe'ẽporavopyre oisãmbyhýva Rotariokuérape ymaite guive ko'aĝaite peve.	
Rotary reune hoy a más de 1.200.000 hombres y mujeres (ingresadas a la organización en 1986), que trabajan en 166 países con el objetivo de estimular y fomentar el ideal de servicio como base de toda empresa digna.	Rotary-pe ijaty 1.200.000 rasami kuimba'e ha kuña (ijañepyrũva Rotary atyhápe ary 1986 guive), omba'apóva 166 tetãme oñeha'ãva hikuái omombarete jekupyty reko taha'eha'éva mba'erepyñemurã hekopotĩvape.	
Pasaron por sus filas destacadas personalidades del mundo entre los que se pueden citar a: Sir Winston Churchill, Michel Debré, Walt Disney, Thomas Alba Edison, John F. Kennedy, Thomas Mann, el Príncipe Reiniero de Mónaco, Franklin D. Roosvelt, Albert Schweitzer, Margaret Tatcher, Neil Amstrong, Fernando Belaunde Terry, Franz Lehard y muchos más.	Rotary Atyha rupive niko ohasajepe heteitereí tapicha iñarandu ha ikatupyrýva ha hekove opytáva mandu'arã, péicha: Karai Winston Churchill, Michel Debré, Walt Disney, Thomas Alba Edison, John F. Kennedy, Thomas Mann, el Príncipe Reiniero de Mónaco, Franklin D. Roosvelt, Albert Schweitzer, Margaret Tatcher, Neil Amstrong, Fernando Belaunde Terry, Franz Lehard ha hetave.	
El libro “Un Siglo de Servicio” -publicado con motivo del Centenario de Rotary en el año 2005- distingue entre cien rotarios destacados del mundo a dos rotarios paraguayos: el Dr. Eusebio Ayala y el Dr. Raúl Sapena Pastor.	Aranduka “Un Siglo de Servicio”-pe -oñonohẽva'ekue, ary 2005-pe, oñemomorãrõguare Rotary sa ary- oñemyasãi 100 Rotario poravopyre ko yvy ape arigua rekovekue ha umíva apytépe jajuhukua mokõi rotario ñane retãyguáva, ha'éva: Eusebio Ayala ha Raúl Sapena Pastor.	
Este hecho llena de orgullo a los rotarios paraguayos.	Ko mba'e ñanembovy'ava'erã opavavépe.	
Su nombre completo es Víctor Marie Hugo, nació el día 26 de febrero del año 1802, en Besanzón, Francia.	Hera tee niko Víctor Marie Hugo, heñóikuri ára 26 jasykõi ary 1802-pe, Besanzón, Francia retãme.	
Su padre fue Joseph Leopold Sigisbert Hugo y su madre Sophie Trebuchet.	Itúva herava'ekue Joseph Leopold Sigisbert Hugo ha isýkatu Sophie Trebuchet.	
Víctor pasó tu infancia en Paris y también en Madrid y Nápoles.	Imitãme Víctor oikókuri París-pe ha upéicha avei Madrid ha Napoles-pe.	
Luego, su madre se separó de su padre y se relacionó con Victor Lahorie, su nuevo amor.	Upéi, isy oheja itúvape ha oikókuri Víctor Lahorie ndive, imborayhujára pyahu.	
Muy joven, hacia el año 1815, Víctor Hugo empezó a escribir sus primeros versos (Cuaderno de versos francés).	Imitãrusúpe, ary 1815 rupi, Víctor Hugo ohaiñepyrũkuri iñe'ẽpoty ypykue (Francés ñe'ẽpoty ryru).	
Era autodidacta, su madre y hermanos se encargaban de revisar sus obras.	Oñehekombo'e ijehegui, isy ha ijoyke'ykuéra oha'ã hikuái umi hembiapokue.	
Es considerado como uno de los escritores más importantes en Lengua Francesa.	Oje'e hese oĩha umi haihára ikatupyryvéva apytépe francés ñe'ẽme.	
Los escritos de Víctor Hugo abarcaron todos los géneros hasta los discursos políticos.	Víctor Hugo rembiapokue apytépe jajuhukuaa opaichagua haipyre, polítikaguigua ñe'ẽsyry jepe.	
Poeta, dramaturgo pero sobre todo hombre comprometido con la realidad social de su tiempo.	Ñe'ẽpapára, ñoha'ãngahaihára ohechakuaa ha oñandupypukúva hetãygua remikotevẽ.	
Sus obras renovaron la literatura francesa.	Umi hembiapo ombopyahu Francia ñe'ẽporãhaipyre.	
La defensa de sus ideas motivaron su exilio por casi veinte años (1852 - 1870).	Oikohague rupi oipysyrómbaretékuri hemiandu ha upe mba'ére oñemosẽva'ekue hetãgui haimete mokõipa ary (1852 – 1870).	
Algunas de sus obras más importantes son “Odas y Baladas (1826)”, “Nuestra Señora de París (1831)”, “Las hojas de otoño (1832)”, “Los castigos (1853)”, “Las contemplaciones (1856)”, “La leyenda de los siglos (1859 y 1877)” y “Los miserables (1862)”.	Umi hembiapokue ojekuaavéva apytépe oĩ “Odas y Baladas (1826)”, “Nuestra Señora de París (1831)”, “Las hojas de otoño (1832)”, “Los castigos (1853)”, “Las contemplaciones (1856)”, “La leyenda de los siglos (1859 ha 1877)” ha “Los miserables (1862)”.	
Víctor Hugo falleció en la Ciudad de París, el día 22 de mayo del año 1885.	Víctor Hugo omanókuri Táva París-pe, ára 22 jasypo ary 1885-pe.	
Fue sepultado en el Panteón de Paris, el día 1 de junio del año 1885 con el acompañamiento de dos millones de personas que le rindieron un gran homenaje.	Oñeñotỹkuri Panteón de París-pe, ára 1 jasypoteĩ ary 1885-pe ha upérõ omoirũpahákuri chupe mokõi sua tapicha ohechakuaa ha omomba'eguasúva hekove.	
El hombre es la más elevada de las criaturas, La mujer el más sublime de los ideales.	Kuimba'e niko Tupã remimoĩngue tuichavéva, kuña katu temimo'ã imarangatuvéva.	
Dios hizo para el hombre un trono; para la mujer, un altar, el trono exalta, el altar santifica.	Tupã niko ojapókuri kuimba'épe peteĩ apykaruvicha; ha kuñáme katu peteĩ tendakatu, apykaruvicha ombotuicha, tendakatu omomarangatu.	
El hombre es el cerebro; la mujer, el corazón, el cerebro produce Luz; el corazón, amor; la Luz fecunda; el amor, resucita.	Kuimba'e niko apytu'ũ, kuña katu ñe'ã, apytu'ũme heñói tesape, ñe'ãme, mborayhu; tesape omoñemoña; mborayhu, oporomoingovejey.	
El hombre es el genio; la mujer, el ángel, el genio inconmensurable; el ángel, indefinible.	Kuimba'e niko tekovepaje; kuña katu tupãremimbou, tekovepaje ijapyra'ỹ; tupãremimbou mba'ekuaaporã'ỹ.	
La inspiración del hombre es la suprema gloria; la inspiración de la mujer, la virtud extrema; la gloria traduce grandeza, la virtud traduce divinidad.	Kuimba'e py'ara'ã niko verapy guasu; kuña py'ara'ã katu, tekokatu paha; verapy oñanduka py'aguasu, tekokatu oñanduka Tupã pytu.	
El hombre tiene la supremacía; la mujer, la preferencia, la supremacía representa la fuerza, la preferencia representa el derecho.	Kuimba'e niko oguereko pokatu; kuña katu oñembojeroviave, pokatu he'ise pu'aka, ñembojeroviave he'ise teko'ajete.	
El hombre es fuerte por la razón, la mujer es invencible por las lágrimas, la razón convence, las lágrimas conmueven.	Kuimba'e niko imbarete iñakãngeta rupive, kuña katu imbareteve hesay rupi, akãngeta ome'ẽ jerovia, tesay opoko ñane korasõ sãre.	
El hombre es capaz de todos los heroísmos; la mujer, de todos los martirios, el heroísmo ennoblece, el martirio sublima.	Kuimba'e niko ipy'aguasueterei; kuña katu ohasakuaa opaite jejahéire, py'aguasu ñanemongakuaa, jejahéi ñanemoambuekatu.	
El hombre es el código, la mujer el evangelio, el código corrige, el evangelio perfecciona.	Kuimba'e niko tekovoña, kuña katu ñe'ẽngatu; tekovoña omyatyrõ, ñe'ẽngatu ohupytyka aguyje.	
El hombre es un templo; la mujer, un sagrario; ante el templo nos descubrimos, ante el sagrario, nos arrodillamos.	Kuimba'e niko opy; kuña katu, tupãrenda; opýpe jajechauka, Tupã renondépe, ñañesũ.	
El hombre piensa, la mujer sueña, pensar es tener cerebro, soñar es tener en la frente una aureola.	Kuimba'e niko oñepy'amongeta, kuña katu ikerayvoty, py'amongeta he'ise jarekoha akãrupa, kerayvoty he'ise jarekoha temirendy ñane akã jerére.	
El hombre es un océano, la mujer, un lago; el mar tiene la perla que embelesa, el lago tiene la poesía que deslumbra.	Kuimba'e niko peteĩ para, kuña katu yrupa; para oguereko itaveratĩ ñanembojurujáiva, yrupa oguereko ñe'ẽpoty ñanemboresahóva.	
El hombre es un águila que vuela, la mujer, el ruiseñor que canta, volar es dominar el espacio, cantar es conquistar el alma.	Kuimba'e niko peteĩ taguato ovevéva, kuña katu masakaragua'i opurahéiva, veve rupive ñañemomba'e arapýre, purahéi rupive ñañemomba'e angamimíre.	
El hombre posee un faro, la conciencia; la mujer tiene la estrella, la esperanza, el faro guía, la esperanza salva.	Kuimba'e niko oguereko tesapeha, ha'éva tekopytee; kuña katu oguereko mbyja, ha'éva temira'ãrõ; tesapeha oporosãmbyhy, temira'ãrõ oporopysyrõ.	
En fín, el hombre está colocado donde termina la tierra, la mujer, donde comienza el cielo.	Ipahápe, kuimba'e niko oñembo'y yvóra opahápe, kuña katu, yvága oñepyrũháme.	
En medio de la calma de aquella noche de marzo, el Mariscal revistaba su ejército.	Upe jasyapy pyhare py'aguapy aja, Mburuvichapavẽ ojesareko iguarinikuérare.	
Como una vaga pincelada blanca se perfilaban las líneas de los cuerpos, prolongándose en la penumbra triste y suave, llena de rumores, en los cuales parecía desleírse toda la melancolía de las almas y de las cosas.	Ku ta'ãnga hesakãporã'ỹvaicha ojehecha hetemimi, ojehe'áva pytũmby heko vy'a'ỹva ha ikangývare, ka'aguy ryapu pa'ũme, omanombeguekatuhápe ohóvo tekove ha opa mba'e.	
–¡Soldados del 14!	-¡Guarini 14-ygua!	
– dijo el Mariscal– ¡Cuatro pasos al frente!	– he'i Mburuvichapavẽ- ¡Irundy guata tenonde gotyo!	
Y avanzaron quince hombres, semidesnudos, con el fusil terciado, la frente altiva.	Ha itenonde papo kuimba'e, haime ijao'ỹva, imboka ijyva ári, oñakãrupíva.	
El guerrero los contempló un momento, y luego ordenó: –¡Soldados del 43, a revistarse!	Karai ñorairõhára ojesareko hesekuéra sapy'ami, ha upéi ñe'ẽ pyrusúpe he'i: -¡Guarini 43-ygua, peñembosako'i!	
Cuatro soldados se destacaron de la línea.	Irundy guarini ojehechauka ichupe.	
No quedaban más.	Ndaiporivéima ambue.	
Los cuatrocientos que faltaban al regimiento dormían el buen sueño de la calma infinita en el fondo de los esteros, bajo las ruinas de los pueblos, entre los fosos de las trincheras.	Umi irundysa upe atyrusuguigua ndaiporivéima osapymijoáma hikuái umi karugua kirirĩ apyra'ỹva ruguáre, táva ho'apáva guy rupi, yvykua guarini ojo'ova'ekue pa'ũ rupi.	
Aquellos cuatro hombres se perfilaban entre la noche, firmes, solemnes, rígidos.	Umi irundy kuimba'e iñapysẽ, pyhare aho'ípe, ñembo'yhápe, tovasýpe, jepytasópe.	
–¡Soldados del 46!– continuó el Mariscal.	-¡Guarani 46-ygua!- ombojoapy Mburuvichapavẽ.	
Y avanzó una sola sombra.	Ha peteĩ ta'ãnga iñipytũvante oñemotenonde.	
Algo de inmenso flotaba sobre ella.	Peteĩ mba'e kakuaa oñemyatymói hi'ári.	
Ese hombre llevaba la bandera.	Upe kuimba'e oguereko ñane retã poyvi.	
–¡Soldados del 40, a la orden de revista!– mandó aquel amo de pueblos.	-¡Guarini 40-ygua, peẽháma!- osapukái upe karai ha'éva heta tava ruvicha.	
Ha pyharéntema ombohovái chupe ka'aguy jahe'o asy reheve… Ante su deshilachada tienda de campaña, el Mariscal contemplaba los restos de su ejército.	Pe hogasapy'agua ikuapáva renonde guive, Mburuvichapavẽ ojesareko iguarini atyrusupavẽ rembyremíre.	
Sus ayudantes, silenciosos, le rodeaban, sin atreverse a aproximársele.	Ipytyvõhára, kirirĩháme, oñemo'aĝui, oja'ỹre hese.	
A la distancia, allá en el seno de las frondas vecinas, un pájaro nocturno desgranaba dulcemente su rosario de arpegios.	Mombyry'imi guive, yvyrakuéra pa'ũme, namombyrýiva upégui, peteĩ guyra pyharegua ohenduka ipurahéi ryapu he'ẽ asýva.	
Aquel hombre se contemplaba en ese instante, de pie ante la Historia, en la noche precursora de lo inevitable, entre el claroscuro que anunciaba el alba, el día próximo que iba a traer, con su luz, con la sonrisa de los cielos y las alegrías intensas de la vida, la caricia desoladora de la muerte, la desesperación de la última derrota, el vértigo sin límites de la postrer caída.	Upe kuimba'e oma'ẽ ijehe upe jave, ñembo'yhápe, Tembiasakue renondépe, upe pyharépe, oguerúva hendive mba'e ojejokokuaa'ỹva, tesakã para para aja omombe'úva ko'ẽti oñembojaha mbeguekatúpe, ohenonde'ávo ára pyahu oguerúva, hesakã rupive, yvága pukavýpe ha pytuhẽ vy'a reheve; mano ravi'u rasyete, py'aropu ñehundi paha rehegua ha akãnga'u ijapyra'ỹva je'a ivaivéva oiko jave.	
Incendiaban el alma del guerrero todas sus bravuras, sus odios, sus desesperanzas.	Mburuvichapavẽ ángape ohapy umi ipy'aguasukue, hemiroyrõ ha hemira'ãrõ'ỹ.	
Por su cerebro pasaba la visión de los esfuerzos que efectuara, de aquel avance fracasado, de aquella resistencia desesperada a través de las llanuras, las montañas y las selvas.	Iñakã rupi ohasa opaite ñeha'ã ojapova'ekue, upe ñemotenonde hekomarãva'ekue, upe jepytaso guasuete ojapova'ekue ñu, yvyty ha ka'aguýre.	
No le quedaban en aquella hora ni hombres, ni fusiles, ni cañones.	Upe aravópe nahembyvéima chupe guarini, mboka ha mbokapuharusu.	
Sus esqueletos de regimientos estaban sin caballos, sin carabinas, y sus soldados dormitaban al pie de las lanzas clavadas en el suelo, muchas de las cuales no tenían hierros ni banderolas, porque aquellos quedaron clavados en el pecho del contrario y éstas se desflecaron con los vientos de cinco años y las pudrieron las lluvias.	Umi ijatyrusu niko kanguekuereíntema ha ndaikavajúi, naimbokapukúi ha umi iguarinikuéra okeparei oñembo'yhápe umi yvyrakua ykére ojekutúva yvýre, heta umíva apytépe ndoguerekovéimava kuarepotĩhũ ijapýrare ha ndoguerekovéimava ñane retã poyvi, umíva opytágui umi tajasu ñande'aho'íva pyti'áre ha yvytu po arygua ombochalaipáva ha ama ombotujupáva.	
De sus conciudadanos no quedaba sino un montón informe, un harapo de pueblo, durmiendo el sueño de su desgracia, allí, entre los destruidos convoyes, bajo el frío relente del rocío.	Hetãyguágui hembýva niko peteĩ aty hete jekuaa'ỹva, peteĩ táva imeĝuambaitéva, okéva teko'asy pohéipe, upépe, mba'yrumýi oñembyaipáva pa'ũme, ysapy ro'ysã asyete guýpe.	
Y sobre los cuerpos tendidos en la hierba fina y suave, sentíase pasar el tenue viento nocturnal como una leve caricia.	Ha tetekuéra opytu'úva ñana karape ha hu'ũva ári oñeñandu ohasárõ yvytu peju, pyharegua, vaicha oporohavi'úva ohasávo.	
–Tuyutí, Estero Bellaco, Curupayty…– exclamaba el guerrero.	–Tujutĩ, Estero Bellaco, Kurupa'yty…- imandu'a karai ñorairõhára.	
Era la visión del pasado, del ayer inmediato, de la defensa toda aún subsistente, sin que hubieran bastado para anular la soberbia expresión de su fiereza, ni los contrastes continuos, ni las fatalidades todas, cayendo sobre sus hombros con el desplome colosal de una montaña.	Upéicha ohecha ha'e umi mba'e ohasava'ekue, kuehe ha kuehevégui hi'aĝuivéva, pysyrõ pytu ogue'ỹvaguigua, ndaikatúi ombogue hovágui pe heko pochy guasuete, pe jehasa porã ha jehasa vai ojopyruva'ekue ha upéicha avei opaite po'a'ỹ, ho'áva hikuái ijati'y ári ku yvytyrusu pohyikue ojeityramoguáicha hi'ári.	
¡Y aquel señor de naciones, a quien concluían de hostigar sus mismos hermanos en la raza, dentro del cerco de hierro en que le envolvían; aquel amo de pueblos, ante cuyo camino se prosternaban las multitudes, como ante el paso de un dios; aquel guerrero cuya espada se aprestaba a describir bajo los cielos la elíptica sangrienta, entre cuyos términos iba a rimarse el último canto de la epopeya, se sintió inmenso porque se sintió la Patria!	Ha pe tetãita ruvicha, ipehẽnguevoi ojaheipaháva hese, omongora jetu'úva hikuái chupe; pe tavaita rendota hapépe oguerekóva hetaiterei hetãygua oñesũva henondépe ohayhúgui chupe, ku Tupã ohasaramoguáicha henonde rupi; pe ñorãirohára ikysepukúpe, tuguýpe, yvagapýpe ohaítava peteĩ mba'e rechapyrã; oñemboguapýtava ipy'aguasúva purahéipe, iñe'ẽpujojáva; añetehápe, upe jave, ha'e oñeñandu tuvichárõ oñandúgui ipype oñemopeteĩha hetã.	
Y la visión del éxodo de su pueblo también cruzó por su mente.	Ha hetãygua guata pukuete ohasa avei iñakãre.	
Por caminos tristes y polvorientos veía marchar, como en los pasados días, aquella larga columna de desolación y de miseria, moviéndose lentamente bajo la caricia de fuego de los soles estivales, marchando en pos de la desesperación, de la derrota y de la muerte.	Tape henyhẽva vy'a'ỹ ha yvytĩmbógui, oguatahague rupi, ára upe mboyveguápe, pe tysýi pukuete hova pore'ỹva ha ijehasa'asyetéva, oku'éva mbegue kane'õ kuarahy aku pytu guýpe, guata ohóva py'aropu, po'a'ỹ ha mano rapére.	
Era un largo y doliente desfile de siluetas blancas; blancuras de guiñapos sobre palideces de carnes corroídas por el hambre; blancuras de muerte sobre rostros en los cuales agonizaban las más dulces y rojas rosas de la juventud; albas livideces impresas en frentes impúberes por los más hondos sufrimientos; blancuras de niños muertos sobre el pecho exhausto y flácido, que se negaba a derramar una gota de la generosa leche de la madre; nieves tempranas sobre cabezas que ayer mismo ostentaban esa aureola primaveral formada sobre las sienes por la comba del rizo negro o la voluta del bucle rubio.	Peva niko va'ekue peteĩ guata puku ha hekorasýva hetavehápe tekove ra'ãnga morotĩmimi, ku morotĩ ao sorokuemiguigua ombo'aóva to'o ijaku'ipáva vare'águi, ku morotí manoguigua ojehecháva maymáva rováre ojukambeguekatúva mitãrusu reko re'ẽ asýva ha orekóva yvoty pytã pyahu pytu; mitãrusu rova morotĩ ha'éva jehasa asy rapykuere; ku morotĩ mitãmimi omanova'ekue itúva jyva ári sa'y, hete kane'õ kangýva, noñohẽséiva -michĩmínte jepe- isy marangatu kambykuemi; oñemoakã'apatĩva ha ndahi'aréi peve oguerekóva akãremirendy opiro'ýva ojehe'áva akãrague hũ ijapesỹiva rehe térã akãrague sa'yju iñapopẽ'asýva rehe.	
Hombres veía, tambaleantes sobre el camino, como borrachos por el hambre.	Ohecha kuimba'eita, ho'a ha opu'ãva upe tapére, vaicha ku oka'úva hikuái vare'águi.	
Tenían grandes ojos dilatados mirando hacia los cielos, ojos sonámbulos, percibidores al acaso de quién sabe qué visiones de paz, de hondo descanso más allá del horizonte y aún más allá de la existencia misma.	Hesapo guasu hikuái ha ojesareko yvágare, hesakuéra ojogua umi ikeraguatáva resápe, ohechamombyrýva oimépoku mba'eichagua py'aguapýpa, oñandúva pytu'u ipypukúva ha ojepysóva ñande resa ohechaha peve ha amo gotyove ha ohecháva tekove apyra'ỹgui amo gotyove.	
Miraba caer ancianas con la frente sobre el polvo, entregándose a la eternidad sin un solo gesto, sin un solo estremecimiento; mientras que pequeños agonizantes llenaban los aires con sus vagidos desesperados, última protesta de la vida contra la infecundidad del destino y la esterilidad nauseabunda de la tumba.	Ohecha mba'éichapa ĝuaiĝuimimi ho'a ha ombota isyva yvytĩmbóre, oñeme'ẽvo tekotapiaitépe he'i'ỹre mba'eve, osysyi'ỹre; mitãmimi omyenyhẽ aja upe tenda tasẽsorógui, ha'éva ñembyasy paha peichagua teko ñemoña'ỹvére ha tyvyty tujukue ryakuã potĩpyrére.	
Entre compactos grupos de mujeres, veía llegar a los heridos, a los moribundos, a aquellos a quienes la suprema insondable roía con su único e implacable diente.	Kuñaita oguatáva ojo'aripa apytépe ohecha oĝuahẽ jave umi ojejapiva'ekue, umi omanombotáva ha umi tapicha chupekuéra oikarãiva apyra'ỹ jarýi hãi peteĩme ha hapykuere rasyetévape.	
Algunos, tirados sobre carros desvencijados, clamoreaban sin término y sin consuelo; otros, con sus carnes carcomidas por el abandono, exhibían al aire libre las más asquerosas muecas de la infelicidad humana; varios, agitaban lentamente sus manos, cual si persiguieran la forma de una visión desvanecida entre sus dedos.	Oĩ, karréta kelembumi guive, ohendukáva ipy'arasy tyre'ỹmi; ambue katu, ohechaukáva hete rembyremi ha'éva avei pore'ỹ rembi'u ha oñondivepa ohechauka hikuái, ko yvága guýpe, vy'a'ỹ paha ha'ãnga tyaíva; heta oĩ ijapytepekuéra mbeguekatumi ohupíva ipo ñaimo'ã ku ojapyhyséva ikuãmimíme upe kepegua porãite oguéva ohóvo hesa renondégui.	
Y aquello era el crimen de que se le acusaba, el gran delito de caer con todo su pueblo, de sumirlo en su fosa, de arrastrarlo en su caída de coloso herido y hostigado a la profundidad del abismo en que él mismo se tumbaba, en el vértigo de esa parábola inmensa, cuyo término fatal tenía que ser la trágica hediondez de un sudario.	Ha upéva niko kuri pe mba'e vaiete ijati'y ári omboguapýva umi ohayhu'ỹva chupe, ñemotĩ guasu ha'e ohasáva ho'ahaguére hetãygua ndive, ho'águi yvykua pypukúvape, ombotyryhaguére umi hapichápe hendive ha ha'e, ku tuichaitéva, ho'áre ha ha'evoi ojeitýre, hete meĝuáre, yvykua ndepypukuetévape, ojepoihápe ñe'ẽngue ñemi akãnga'úpe, yvykua opáva manóme ha orekóva omanóva ao ryakuãngue pyti'u.	
Entonces, en esos ojos que no habían llorado jamás, profundos ojos pardos que contemplaron impasibles el ataque, el incendio y la derrota, brilló una lágrima, como un último esplendor de sol languideciente sobre el fondo cobrizo de un ocaso.	Upérõ, umi hesa araka'eve ndahesayiva'ekue, tesa sa'y apatĩva ohechava'ekue, kirirĩme, ñanderehegua'ỹ ojeitýrõ py'arõpe iguarinikuéra ári, oñemyendýrõ tata ñane retãyguáre ha itenondérõguare ñanderehe; umi heságui opu tesay, ku kuarahy kangy hesakãguasu paharamoguáicha amo kuarahy reikévo, ka'arupytũ aho'ípe.	
Y la larga columna de desesperación y de miserias seguía marchando lentamente, sobre el camino calcinado por el sol, envuelta en sus blancos guiñapos, entre los bosques floridos, bajo la serenidad impasible del espacio.	Ha pe tysýi pukuete henyhẽva mba'embyasy ha teko'asýgui oguatánte ohóvo mbeguekatumi, tape kuarahy ojopéva rupi, oñemamáva ao sorokuemi isa'y morotĩvape, ka'aguay ipotypáva rupi, ára rovasyete guy rupi.	
Llegaba el día.	Iñapysẽ mbeguekatu ko'ẽ.	
Y ante el ejército que se aprestaba a la pelea, el Mariscal saludó por última vez el estandarte, entre tanto que el Aquidabán mugía a la distancia entre sus rocas centenarias, como si llevara a los mares lejanos y rumorosos el alarido de protesta con que se desplomaban un ideal, una patria y una raza.	Ha iguarinikuéra renondépe, oñembosako'ímava oñorairõhaguáicha, Mburuvichapavẽ oñakãity paha ñane retã poyvípe, upe aja Aguidabán, namombyrýiva upégui, otororõ ohasávo itaita apyte rupi, ku ogueraharamoguáicha para mombyryguápe ha hi'yrasẽvape, umi ñe'ẽrasyete omombe'úva oĝuahẽhague ipahápe peteĩ temiandu, peteĩ tetã ha peteĩ teko.	
Martin Luther King Junior, el más grande luchador de los Estados Unidos por la igualdad de los negros.	Martin Luther King Junior niko ñorairõhára tuichavéva Estados Unidos retãme oñeha'ãva'ekue ombojoja ipirehũva ha ipiremorotĩvape.	
Luchó siempre usando métodos no violentos.	Akóinte iñorairõme oipurúkuri py'aguapy reko.	
Nació en Atlanta, Estados Unidos, el día 15 de enero del año 1929.	Heñoi'akue Atlanta, Estados Unidos retãme, ára 15 jasyteĩ ary 1929-pe.	
