no te rindas;rendir:v , aún estás;estar:v a tiempo;*:n	ani reñeme'ẽ;me'ẽ:v , ikatu;katu:v gueterei
al pasar;*:v la fiesta;*:n de la Virgen de Ka'akupe todos;todo:a ya se aprestan;aprestar:v para celebrar;*:v la más grande;*:a fiesta;*:n de la tradición;*:n cristiana;cristianar:v : la Navidad o Natividad ; es;ser:v decir;*:v , la recordación del Nacimiento del Niño Jesús .	ohasávo;<hasa:v (vo) Tupãsy Ka'akupe ára;*:n opavave oñembosako'íma;mbosako'i:v|ñembosako'i:v oguero'ayvu haĝua pe;*|*:n vy'a;*:n tuichavéva , cristiano rekópe;<heko:n , ha'éva;'e:v|ha'e:n Arareñói térã Tupãra'y;tupã:n Arareñói gueromandu'a .
en efecto;*:n , en todo;*:a el mundo;*:n cristiano;*:n|cristianar:v , el 24 de diciembre;*:n es;ser:v Nochebuena y el 25 de diciembre;*:n es;ser:v Navidad .	añetehápe;*|añete:n , ko yvóra tuichakue;*:n javeve;veve:v , 24 jasypakõi;*:n ha'e;*|'e:v|*:n Pyharemarangatu ha 25 jasypakõi;*:n katu Arareñói .
tiempo;*:n de reflexión;*:n , de perdón;*:n , de amor;*:n .	mokõive;mokõi:n , peteĩme;peteĩ:n , ha'e;*|'e:v|*:n py'amongeta;*:n , ñyrõ ha mborayhu;*:n ára;*:n .
la Navidad representa;representar:v una;uno:n|un:a|unir:v nueva;*:n|nuevo:a oportunidad;*:n para renovar;*:v la vida;*:n , para corregir;*:v el camino;*:n|caminar:v , para celebrar;*:v la vida;*:n .	arareñói niko peteĩ;*:n pa'u opavave jaguerekóva;reko:v ñambopyahu;mbopyahu:v haĝua ñande;*|*:n rekove;<heko:n|<hekove:n ; ñamyatyrõ;myatyrõ:v haĝua ñande;*|*:n rape;<hape:n ha jaguero'ayvu haĝua teko;<heko:n .
es;ser:v el tiempo;*:n para deponer rencores;rencor:n y maldades;maldad:n .	upe;*|*:n árape;ára:n tekotevẽ;<hekotevẽ:n ñamboyke;mboyke:v ñeko'õi;ko'õi:n|*:n ha ñaña;*:n .
no existe;existir:v nada;*:n|nadar:v más bonito;*:a|*:n esa noche;*:n que confundirse;confundir:v (se) en un;*:a fuerte;*:a|*:n y emotivo abrazo;abrazar:v|*:n con los seres;ser:n queridos;querido:n|querido:a|querer:v y dejar;*:v al Niño Jesús que renazca en nuestros corazones;corazón:n y en nuestras vidas;vida:n .	ndaipóri mba'e;*:n iporãvéva;porã:v upe;*|*:n pyharépe;py:n|pyhare:n jahechárõ;<hecha:v (rõ) opavavépe oñoañuãvo mbarete;*:n porã;po:n ha upe;*|*:n jave;*|ja:n jahejávo;<heja:v (vo) Tupãra'ýpe;tupã:n heñoijey ñandepype;ñande:n .
es;ser:v costumbre;*:n preparar;*:v el pesebre;*:n para revivir la Navidad de Jesús .	oikembaretéma ñande;*|*:n jepokuaápe;jepokuaa:n mymbakeha apo;*:n|po:v , jagueromandu'a haĝua Tupãra'y;tupã:n Arareñói .
la preparación;*:n se hace;hacer:v a partir;*:v del 15 de diciembre;*:n , otros;otro:n|otro:a lo hacen;hacer:v el día;*:n 20 y algunos;alguno:a el día;*:n de la Nochebuena .	oĩ;ĩ:v ojapóva;<japo:v 15 jasypakõime ; ambue;*:n katu ojapo;<japo:v ára;*:n 20 ha oĩ;ĩ:v avei ojepóva upe;*|*:n Pyharemarangatu árape;ára:n .
se cuenta;contar:v|*:n que la tradición;*:n nació;nacer:v de la mano;manar:v|*:n de San Francisco de Asís en el siglo;*:n XIII después de Cristo , esparciéndose;esparcir:v (se) posteriormente a todo;*:a el mundo;*:n ; siendo;ser:v el objetivo;*:n esencial revivir con imágenes;imagen:n el nacimiento;*:n de Jesús - hace;hacer:v más de 2.000 años;año:n - en un;*:a humilde;*:a pesebre;*:n de Belén , rodeado;rodear:v de María y José ; también , de animales;animar+les:v|animal:n ( vacas;vaca:n , ovejas;oveja:n , burros;burro:n , gallo;*:n ) y de algunos;alguno:a pastores;pastor:n ; a quienes - unos;un:a días;día:n después - se sumaron;sumar:v en la adoración;*:n los Tres Reyes Magos , que fueron;ir:v|ser:v guiados hasta el lugar;*:n por una;uno:n|un:a|unir:v estrella;*:n|estrellar:v .	ko jepokuaa;*:n niko omoheñoi'ypýkuri Francisco de Asís Marangatu , sa'ary'aty XIII Kirito rireguápe ha upégui;upe:n herakuãva'ekue oparupiete ; ojegueromandu'a haĝua , ta'ãngamimi rupive;<hupi:n , Hesu arareñói - ojapo;<japo:v 2.000 ary;*:n - peteĩ;*:n mymbakeha mboriahumíme , amoite Belén - me;*:n , ha oĩháme ijerére;jere:n Maria ha Hose ; avei , mymbamimi ( vaka;*:n , ovecha;*:n , chavurro ha kupyju ) ha ovechañangarekohára ; ha umívape , upe;*|*:n rire , omoirũkuri;moirũ:v|moirũ+kuri:v Tupãra'y;tupã:n jehechakuaápe umi Mbohapy Karai Mba'ekuaa , oĝuahẽva'ekue;guahẽ:v upépe;upe:n peteĩ;*:n mbyja;*:n ñesãmbyhy;sãmbyhy:n rupive;<hupi:n .
ya en su inicio;iniciar:v|*:n , diciembre;*:n se llena;lleno:a|llenar:v de los frutos;fruto:n de la tierra;*:n : sandías , melones , piñas;piña:n , uvas;uva:n ; además , del rico;*:a|*:n choclo;*:n ; y todo;*:a el Paraguay se cubre;cubrir:v del agradable;*:a y característico olor;*:n de la flor;*:n de coco;*:n .	oñepyrũvo;ñepyrũ+vo:v|pyrũ+vo:v , jasypakõi;*:n henyhẽmavoi opaichagua;opa:n temitýgui : sandia , merõ;*:n , avakachi;*:n , úva;*:n ; upéicha;upe:n avei , hetéva;<hete:n avatiky;*:n ; ha Paraguáy tuichakue;*:n javeve;veve:v henyhẽ;<henyhẽ:v mbokaja;*:n poty;*:n ryakuã asyetévagui .
hasta hoy la gente;*:n del campo;*:n sale;salir:v|salar:v a buscar;*:v las ramas;rama:n de ka'avove'i , arbusto;*:n que abunda;abundar:v en esta época;*:n .	ko'aĝaite peve;*|pe:n ñande;*|*:n rapicha;<hapicha:n okaraygua;*:n osẽ;sẽ:v oheka;<heka:v ha oikytĩ;kytĩ:v ka'avove'i rakãmimi , okakuaáva;kakuaa:v oparupiete .
esas ramas;rama:n son;*:n|ser:v clavadas;clavar:v en el suelo;*:n|soler:v , formando;formar:v el pesebre;*:n , a modo;*:n de pequeño;*:a altar;*:n ; y dentro del mismo;*:a los miembros;miembro:n de la familia;*:n|familiar:v alojan;alojar:v las imágenes;imagen:n de arcilla;*:n de Jesus , Santa María , San José , el Ángel Gabriel , la paloma;*:n , la estrella;*:n|estrellar:v , los pastores;pastor:n , los animales;animar+les:v|animal:n : vacas;vaca:n , ovejas;oveja:n , burros;burro:n , el gallo;*:n y por supuesto;suponer:v|*:n los infaltables y siempre esperados;esperar:v Tres Reyes Magos .	ka'avove'i rakãmimi ojegueru;ru:v ha ojekutujereva'erã , ojejapóvo;<japo:v (vo) heseve peteĩ;*:n tapỹi'i;tapỹi:n , ojoguáva;jogua:v upe;*|*:n mymbakeha , Hesu heñoihaguépe ; ha ipype;ha'e:n oñemohenda;mohenda:v|ñemohenda:v vy'apópe umi ta'ãngamimi ojejapóva;<japo:v ñay'ũgui : Hesu , Maria Marangatu , Hose Marangatu , Gabriel Tupãremimbou , pykasu;*:n , mbyja;*:n , ovachañangarekohára ha umi mymbamimi : vaka;*:n , ovecha;*:n , chavurro , kupyju ; ha upéicha;upe:n avei , umi ojehecharamovéva;<hecha:v ha oñeha'ãrõvéva;ha'ã:v|ñeha'ã:v ha'éva;'e:v|ha'e:n umi Mbohapy Karai Mba'ekuaa .
como;*|comer:v ofrenda;*:n|ofrendar:v se ubicarán;ubicar:v alrededor del pesebre;*:n la flor;*:n de coco;*:n , sandías , melones , piñas;piña:n , naranjos , bananos;banano:n , etc .	temikuave'ẽrõ oñemoĩ;ñemoĩ:v|ĩ:v|moĩ:v avei pe;*|*:n mymbakeha jerére;jere:n : mbokaja;*:n poty;*:n , sandia , merõ;*:n , avakachi;*:n , narã;*:n , pakova;*:n ha ambuéva;ambue:n .
al atardecer;*:n|*:v una;uno:n|un:a|unir:v vela;velar:v|*:n se encenderá;encender:v para recordar;*:v a Jesus que es;ser:v luz;*:n y es;ser:v vida;*:n .	ka'arupytũ jave;*|ja:n katu oñemyendyva'erã;myendy:v peteĩ;*:n tataindy;<hataindy:n ojegueromandu'ávo Hesúpe , ha'éva;'e:v|ha'e:n tesape;<hesape:n ha tekove;<heko:n|<hekove:n .
el día;*:n de la Nochebuena , las familias;familia:n se reúnen;reunir:v en la casa;*:n|casar:v de los padres;padre:n .	pyharemarangatu árape;ára:n , pehẽnguekuéra;pehẽngue:n ijatypaite ituvakuéra;ru:n rógape;<hóga:n .
los que son;*:n|ser:v del interior;*:n y que viven;vivir:v lejos de sus padres;padre:n ( dentro del país;*:n o fuera;ir:v|*:n|ser:v de él ) retornan;retornar:v a sus hogares;hogar:n para pasar;*:v todos;todo:a juntos;junto:a la Nochebuena y la Navidad .	umi okarayguáva;okaraygua:n ha oikóva;ko:v|iko:v ambue;*:n ñane;ñande:n retã;<hetã:n táva;*:n rupi;*|<hupi:n térã oikóva;ko:v|iko:v ambue;*:n tetãme;<hetã:n , ojevypaite hógape;<hóga:n ikatuhaĝuáicha ohasa;<hasa:v oñondivepa Pyharemarangatu ha Arareñói .
en el horno;*:n se preparan;preparar:v ricos;rico:n|rico:a platos;plato:n como;*|comer:v el asado;*:a|*:n|asar:v de cerdo;*:n , gallina;*:n , carne;*:n vacuna;vacuno:a|vacunar:v|*:n u oveja;*:n .	tatakuápe;<hatakua:n oñembojy;jy:v umi tembi'u;<hembi'u:n hevéva ha ñanemba'etéva , umíva apytépe;*|apyte:n : kure;*:n , ryguasu;*:n , vaka;*:n ro'o;so'o:n ha ovecha;*:n .
también de ese horno;*:n salen;salir:v|salar:v humeantes y olorosas;oloroso:a sopas;sopa:n paraguayas y chipa guasu .	upe;*|*:n tatakuágui;<hatakua:n osẽ;sẽ:v avei hyakuã;<hyakuã:v asýva sópa paraguái;*:n ha chipa;*:n guasu;*:n .
en tanto;*:n , en una;uno:n|un:a|unir:v enorme;*:a olla;*:n se hierve;hervir:v la mandioca;*:n .	peteĩ;*:n japepo;*:n guasúpe;guasu:n katu oñembopupu;pupu:v mandi'o;*:n .
asimismo , se prepara;preparar:v el rico;*:a|*:n clericó , mezclando;mezclar:v toda;todo:a clase;*:n de frutas;fruta:n : manzanos;manzano:n , naranjos , piñas;piña:n y uvas;uva:n .	upéicha;upe:n avei , ojejapo;<japo:v pe;*|*:n mba'erykue hérava;<héra:n|<héra:v keleriko , oñembojehe'ávo opaichagua;opa:n yva;*:n : manasána , narã;*:n , avakachi;*:n ha úva;*:n .
un;*:a cántaro;*:n lleno;llenar:v|*:a|*:n de clericó se ubica;ubicar:v al costado;costar:v|*:n del pesebre;*:n para servir;*:v a los visitantes;visitante:n en jarros de arcilla;*:n .	peteĩ;*:n kambuchi;*:n renyhẽte kelerikógui oñemoĩ;ñemoĩ:v|ĩ:v|moĩ:v pe;*|*:n mymbakeha ykére;*|yke:n ojeitykua haĝua - peteĩ;*:n kaguápe - opavave oñembojávape;mboja:v|ja:v|ñemboja:v ohecha;<hecha:v haĝua pe;*|*:n mymbakeha .
al atardecer;*:n|*:v , los niños;niño:n y más jóvenes;joven:n|joven:a ya están;estar:v todos;todo:a recién bañados;bañar:v , limpios;limpio:a , bien;*|*:a|*:n peinados;peinado:a|peinar:v , luciendo;lucir:v ropas;ropa:n nuevas;nueva:n|nuevo:a .	ka'arupytũvo , mitã;*:n ha mitãrusumimi ojahu;jahu:v ha ipotĩ'asýma;potĩ:v , oñemoapesýi ha omoĩ;ĩ:v|moĩ:v ijao;ao:n pyahu .
ellos salen;salir:v|salar:v a recorrer;*:v el vecindario;*:n , a visitar;*:v los pesebres .	ha'ekuéra;*|ha'e:n oho;ha:v opavave hogaykereguápe , ohechávo;<hecha:v (vo) pe;*|*:n mymbakeha .
siendo;ser:v recibidos;recibir:v por los dueños;dueño:n de casas;casa:n , que los hacen;hacer:v pasar;*:v hasta donde está;estar:v el pesebre;*:n y allí sentados;sentar:v miran;mirar:v el pesebre;*:n .	upépe;upe:n ogajarakuéra omomaitei;momaitei:v , ombohasa;mbohasa:v|<hasa:v ha omboguapy;guapy:v chupekuéra;ha'e:n pe;*|*:n mymbakeha renondépe;*|<henonde:n .
los dueños;dueño:n de casas;casa:n les servirán;servir:v un;*:a pedazo;*:n de sopa;*:n , el clericó y a la ida;*:n los visitantes;visitante:n reciben;recibir:v caramelos;caramelo:n .	ogajarakuéra ogueropojái;pojái:v chupekuéra;ha'e:n sópa ha keleriko ; ha ohokuetévo hikuái ome'ẽ;me'ẽ:v chupekuéra;ha'e:n mba'ehe'ẽmimi .
es;ser:v costumbre;*:n repetir;*:v una;uno:n|un:a|unir:v frase;*:n ritualística por todos;todo:a conocida;conocer:v|conocido:a “ Que lindo;*:a|lindar:v es;ser:v tu pesebre;*:n ”.	upe;*|*:n jave;*|ja:n katuete umi ouva'ekue;ju:v ohecha;<hecha:v mymbakeha , he'íva'erã “ Iporãitépa nde;*|*:n pesebre ”.
ya entrada;*:n|entrar:v la noche;*:n y hasta la medianoche;*:n ; es;ser:v decir;*:v , hasta la Navidad se escucha;*:n|escuchar:v la explosión;*:n de bombas;bomba:n , bombitas y mbokavicho ; además , los niños;niño:n encienden;encender:v sus estrellitas .	pyharévoma;py:n|pyhare:n ha pyharepyte peve;*|pe:n ; ja'eporãsérõ Arareñói meve;*|me:n oñehendu;<hendu:v ñembokapu;mbokapu:n : mba'ekapuha guasu;*:n , mba'ekapuha'i ha mbokavícho ; upéicha;upe:n avei , mitãmimi omyendy;myendy:v mbyja'ikuéra;mbyja:n .
luego , cerca;*:n|cercar:v de la medianoche;*:n o a la medianoche;*:n , los miembros;miembro:n de la familia;*:n|familiar:v se sientan;sentar:v|sentir:v alrededor de la mesa;*:n , cubierta;cubrir:v|cubierto:a|*:n por un;*:a mantel;*:n blanco;*:a|*:n de ao po'i , a compartir;*:v la cena;cenar:v|*:n de Nochebuena y Navidad , escuchando;escuchar:v villancicos y canciones;canción:n de navidad .	upe;*|*:n rire , pyharepytepotávo térã pyharepytete jave;*|ja:n , oñepehẽnguéva oguapypaite;guapy:v mesa jerere;jere:n , oñembo'apéva ao;*:n po'ípe;po:n , okarupyharévo ; omoĝuahẽvo;guahẽ:v (vo) ijapýpe;ja:n|apy:n Pyharemarangatu ha omomaiteívo;momaitei:v (vo) Arareñói , ohenduhápe;<hendu:v opaichagua;opa:n arareñói mba'epu'i ha purahéi .
a la medianoche;*:n , entre;*|entrar:v explosiones;explosionar:v|explosión:n de petardos;petardo:n , todos;todo:a se confunden;confundir:v en un;*:a fuerte;*:a|*:n abrazo;abrazar:v|*:n , y entre;*|entrar:v besos;beso:n y lágrimas;lágrima:n , se saludan;saludar:v con un;*:a FELIZ NAVIDAD .	pyharepyte oĝuahẽvo;guahẽ:v (vo) , mbokapupara pa'ũme;pa'ũ:n , ñeañuã hatãva;<hatã:n|<hatã:v rupi;*|<hupi:n , ñehetũ;*:n ha tesaýpe;<hesay:n , opavave oñomomaitei;momaitei:v , he'ívo;'e:v (vo) ojupe VY'APAVẼ TUPÃRA'Y ARAREÑÓIRE .
finalmente , frente;*:n al pesebre;*:n , todos;todo:a elevan;elevar:v una;uno:n|un:a|unir:v oración;*:n celebrando;celebrar:v el Nacimiento del Niño Jesús .	ipahápe;*|pa:n|paha:n , opavave oñemboja;mboja:v|ja:v|ñemboja:v mymbakeha renondépe;*|<henonde:n ha oñembo'e;mbo'e:v|ñembo'e:v omomorãvo;momorã:v (vo) Tupãra'y;tupã:n Arareñói .
un;*:a hombre;*:n murió;morir:v y se dio;dar:v cuenta;contar:v|*:n que Dios venía;venir:v a buscarlo;buscar:v (lo) con una;uno:n|un:a|unir:v maleta;*:n en la mano;manar:v|*:n .	peteĩ;*:n kuimba'e;*:n omano;mano:v ha oñandu;<ñandu:v Ñande Ru ouha;ju:v ipiári peteĩ;*:n mba'eryru;*:n ipópe;po:n .
dios;*:n le dijo;decir:v : “ Bien hijo;*:n es;ser:v hora;*:n de irnos;ir:v (nos) ”.	ñande;*|*:n Ru he'i;'e:v chupe;ha'e:n : “ Néi che;*|*:n ra'y jahamava'erã;ha:v ”.
el hombre;*:n asombrado;asombrar:v preguntó;preguntar:v : “ Ya ? Tan pronto;*:a|*:n ?	kuimba'emi;kuimba'e:n oporandu;porandu:v py'atytýipe : “ Áĝamapiko . Pya'etépa .
tenía;tener:v muchos;mucho:a planes;plan:n ...”	hetaite;<heta:v mba'e;*:n niko ajaposevékuri;<japo+kuri:v|<japo:v …”
-“ Lo siento;sentar:v|sentir:v pero;*|*:n es;ser:v el momento;*:n de tu partida;partir:v|*:n .”	-“ Che avéniko;a:n ambyasy jepémo upéicha;upe:n rehómava'erã;ha:v .”
-“ Que traes en la maleta;*:n ?”, preguntó;preguntar:v el hombre;*:n .	-“ Mba'éiko regueru;ru:v pe;*|*:n mba'eryrúpe;mba'eryru:n ”, oporandu;porandu:v kuimba'e;*:n .
y Dios le respondió;responder:v : “ Tus pertenencias;pertenencia:n ...”	ha Ñande Ru ombohovái;mbohovái:v : “ Ne rembipurukuéra …”
-“ Mis pertenencias;pertenencia:n ?, Traes mis cosas;coser:v|cosa:n , mi ropa;*:n , mi dinero;*:n ?”	-“ Che rembipurukuéra piko . Reguerúpiko che;*|*:n mba'éva;mba'e:n guive , che;*|*:n ao;*:n , che;*|*:n viru;*:n ”
dios;*:n le respondió;responder:v : “ Eso nunca te perteneció;pertenecer:v , eran;ser:v de la tierra;*:n .”	ñande;*|*:n Ru ombohovái;mbohovái:v : “ Umíva niko nanemba'éi , yvy;*:n mba'e;*:n niko umíva .”
-“ Traes mis recuerdos;recuerdo:n ?”	-“ Reguerúpa che;*|*:n remimandu'akuéra .”
-“ Esos nunca te pertenecieron;pertenecer:v , eran;ser:v del tiempo;*:n .”	-“ Umíva niko nanemba'éi , umíva niko ára;*:n mba'e;*:n .”
-“ Traes mis talentos;talento:n ?”	-“ Reguerúpa che;*|*:n rekomba'erepy .”
-“ Esos no te pertenecieron;pertenecer:v , eran;ser:v de las circunstancias;circunstancia:n .”	-“ Umíva niko nanemba'éi , umíva niko tembiasa;<hembiasa:n mba'e;*:n .”
-“ Traes a mis amigos;amigo:n , a mis familiares;familiar:n|familiar:a ?”	-“ Reguerúpa che;*|*:n angirũ;*:n ha che;*|*:n pehẽnguekuérape;pehẽngue:n .”
-“ Lo siento;sentar:v|sentir:v , ellos nunca te pertenecieron;pertenecer:v , eran;ser:v del camino;*:n|caminar:v .”	-“ Mba'erãpa rombotavýta;mbotavy:v|mbota:v , ha'ekuéra;*|ha'e:n niko nanemba'éi , ha'ekuéra;*|ha'e:n niko tape;<hape:n mba'e;*:n .”
-“ Traes a mi mujer;*:n y a mis hijos;hijo:n ?”	-“ Reguerúpa che;*|*:n rembireko;<hembireko:n ha che;*|*:n ñemoñarekuérape;ñemoña:n|moña:n|ñemoñare:n .”
-“ Ellos nunca te pertenecieron;pertenecer:v , eran;ser:v de tu corazón;*:n .”	-“ Ha'ekuéra niko nanemba'éi , ha'ekuéra;*|ha'e:n niko ne;nde:n korasõ;*:n mba'e;*:n .”
-“ Traes mi cuerpo;*:n ?”	-“ Reguerúpa che;*|*:n rete;<hete:n .”
-“ Nunca te perteneció;pertenecer:v , ese era;*:n|ser:v del polvo;*:n .”	-“ Araka'eve niko nanemba'éi , upéva;*|upe:n niko yvytimbo;*:n rehegua .”
-“ Entonces traes mi alma;*:n ?”	-“ Upéicharõpiko regueru;ru:v che;*|*:n ã;*:n .”
-“ No , esa es;ser:v mía .”	-“ Nahániri , upéva;*|upe:n chemba'e .”
entonces el hombre;*:n lleno;llenar:v|*:a|*:n de miedo;*:n , le arrebató;arrebatar:v a Dios la maleta;*:n y al abrirla;abrir:v (la) se dio;dar:v cuenta;contar:v|*:n que estaba;estar:v vacía;vacío:a|vaciar:v .....	upémarõ;upe:s (rõ) kuimba'emi;kuimba'e:n henyhẽva;<henyhẽ:v kyhyjégui;kyhyje:n , ohekýi;<hekýi:v Ñande Rúgui pe;*|*:n mba'eryru;*:n ha omañávo;maña:v (vo) hyepýpe;<hye:n ojuhu;juhu:v nandiha;nandi:n …
con lágrimas;lágrima:n en los ojos;ojo:n , el hombre;*:n dijo;decir:v : “ Nunca tuve;tener:v nada;*:n|nadar:v ?”	tesay;<hesay:n kukúipe kuimba'e;*:n osẽ;sẽ:v he'i;'e:v : “ Araka'evepiko ndarekoivoíkuri mba'eve;mba'e:n .”
-“ Así es;ser:v , cada uno;*:n|unir:v de los momentos;momento:n que viviste;vivir:v fueron;ir:v|ser:v solo;*|*:a|*:n tuyos .	-“ Upeichaite , peteĩteĩ ha opaite;*|opa:n|pa:v mba'e;*:n rehasava'ekue;<hasa:v nde;*|*:n rekovépe;<heko:n|<hekove:n , nemba'ékuri .
la vida;*:n es;ser:v solo;*|*:a|*:n un;*:a momento;*:n ... Por eso , mientras estés;estar:v a tiempo;*:n disfrútala en su totalidad;*:n .	tekove;<heko:n|<hekove:n niko peteĩ;*:n tesapirĩnte;<hesapirĩ+nte:s|<hesapirĩ:n … Upévare , ikatu;katu:v aja;*|ja:v , eñeha'ãva'erã nde;*|*:n rekokatu ikatuha;katu:n|katu:v peve;*|pe:n .
que nada;*:n|nadar:v de lo que crees;crear:v que te pertenece;pertenecer:v te detenga;detener:v ...	ani mba'eve;mba'e:n - nde;*|*:n eréva;'e:v nemba'eha - ndejoko;ko:v|joko:v .
vive;vivir:v el ahora .	ko'aĝa reikova'erã;ko:v|iko:v .
vive;vivir:v tu vida;*:n ...	eikóke;ko:v|iko:v ha emoingovéke;moingo:v nde;*|*:n rekove;<heko:n|<hekove:n .
y no te olvides;olvidar:v de SER FELIZ , es;ser:v lo único;*:a que realmente vale;valer:v|*:n la pena;*:n|penar:v .	ha ani nderesarái;<hesarái:v nevy'apavẽva'erãha , upéva;*|upe:n añoite pe;*|*:n añeteguáva;añetegua:n .
las cosas;coser:v|cosa:n materiales;material:n y todo;*:a lo demás por lo que luchaste;luchar:v , se quedan;quedar:v aquí .	umi ne;nde:n rembipuru ha opaite;*|opa:n|pa:v ambue;*:n mba'e;*:n reñeha'ãva'ekuére;ha'ã:v|ñeha'ã:v opytáta;pyta:v ko'ápe .
no te llevarás;llevar:v nada;*:n|nadar:v de acá .	mba'evete ndereguerahamo'ãi;raha:v ko'águi .
valora;valorar:v a quienes te valoran;valorar:v y no pierdas;perder:v el tiempo;*:n con alguien que no tiene;tener:v tiempo;*:n para ti .	emomba'eguasu;momba'e:v|momba'eguasu:v umi nemomba'eguasúvape;momba'e:v|momba'eguasu:v ha ani rejesareko;jesareko:v umi nanderechakuaáivape;<hecha:v .
los Guarani suelen;soler:v decir;*:v que nuestro final;*:a|*:n no está;estar:v en la tierra;*:n , no somos;ser:v para acá ; por eso , la tierra;*:n no tiene;tener:v dueño;*:n , los animales;animar+les:v|animal:n no tienen;tener:v dueño;*:n , las plantas;planta:n no tienen;tener:v dueño;*:n .	guaranikuéra niko he'íva;'e:v ñande;*|*:n ndaha'éi ápe;*|a:n ĝuarã , upévare;upe:n yvy;*:n ndaijárai , mymba;*:n ndaijárai , ka'avo;*:n ndaijárai .
nosotros somos;ser:v simples;simple:a|simple:n transeúntes;transeúnte:n .	ñande;*|*:n jahasánte;<hasa+nte:v|<hasa:v ko'a rupi;*|<hupi:n .
no debemos;deber:v juntar;*:v nada;*:n|nadar:v pues nada;*:n|nadar:v llevaremos;llevar:v .	nañambyatýiva'erã mba'eve;mba'e:n , ndajaguerahamo'ãigui mba'eve;mba'e:n ko'águi .
venimos;venir:v a la tierra;*:n para lograr;*:v nuestra plenitud;*:n .	jaju;ju:v ñanderekokatu haĝua .
así;*|asir:v como;*|comer:v vinimos;venir:v , nos iremos;ir:v .	jajuhaguéicha;ju:v jahajeýta;ha:v .
aquí quedará;quedar:v nuestro cuerpo;*:n que se mezclará;mezclar:v con la tierra;*:n y nuestra alma;*:n se desprendará y migrará;migrar:v a la Tierra Sin Mal .	opytáta;pyta:v ñande;*|*:n rete;<hete:n ha ojehe'ajeýta yvýra ha ñane;ñande:n ã;*:n ojehekýita;jehekýi:v|<hekýi:v oho;ha:v haĝua Yvy Mara'ỹme .
aprovecha;aprovechar:v cada segundo;*:a|*:n que vivas;vivir:v|vivo:a pues solamente eso es;ser:v lo que llevarás;llevar:v contigo al abandonar;*:v la tierra;*:n .	eipurukuaáke opaite;*|opa:n|pa:v aravo'ive;aravo:n nde;*|*:n rekopegua;<heko:n , upevamínte ha'éva;'e:v|ha'e:n upe;*|*:n reguerahátava rohokuévo ko yvy;*:n ape;*:n árigui .
iniciamos;iniciar:v un;*:a nuevo;*:a|*:n año;*:n y en el ánimo;*:n de todos;todo:a está;estar:v el deseo;*:n|desear:v que el mismo;*:a sea;ser:v el mejor;*:a de todos;todo:a .	ñamoñepyrũ peteĩ;*:n ary;*:n pyahu ha opavavévante jaipota;pota:v oiko;ko:v|iko:v kóvagui;kóva:n pe;*|*:n ary;*:n iporãveva opavavetéva apytépe;*|apyte:n .
el año;*:n nuevo;*:a|*:n es;ser:v un;*:a desafío;*:n y a la vez;*:n una;uno:n|un:a|unir:v grande;*:a y nueva;*:n|nuevo:a oportunidad;*:n para intentar;*:v vivir;*:n|*:v mejor;*:a y cumplir;*:v todos;todo:a nuestros sueños;sueño:n .	ary;*:n pyahu niko ñanepy'ara'ã ha upekuévo;upe+vo:s|upe:n ha'e;*|'e:v|*:n avei peteĩ;*:n pa'ũ;*:n kakuaa ha ipyahúva;pyahu:v jaipykúi haĝua tekoporãve;<hekoporã:n rape;<hape:n ha ñamoañete haĝua maymave ñande;*|*:n kerayvoty;*:n .
podríamos;podrir:v|poder:v empezar;*:v este;*:n nuevo;*:a|*:n viaje;viajar:v|*:n con la siguiente reflexión;*:n de Pablo Neruda .	ñañepyrũkuaa;pyrũ:v|ñepyrũ:v ko guata;*:n pyahu karai;*:n guasu;*:n Pablo Neruda remiandu;<hemiandu:n rupive;<hupi:n .
no culpes;culpar:v a nadie .	ani rekaguai ndejehe .
nunca te quejes;quejar:v de nadie porque fundamentalmente tú has;haber:v hecho;hacer:v|*:a|*:n tu vida;*:n .	ani rejahéi;jahéi:v avavére;va:v|ava:n ndentevoi ha'égui;'e:v upe;*|*:n reje'apóva .
acepta;aceptar:v la responsabilidad;*:n de edificarte;edificar:v (te) a ti mismo;*:a .	reje'apo haĝua tekotevẽ;<hekotevẽ:n ndevoi;nde:n reñemoneĩ ndejupe .
el valor;*:n de acusarte;acusar:v (te) en el fracaso;fracasar:v|*:n para volver;*:v a empezar;*:v , corrigiéndote;corregir:v (te) .	rehechakuaávo;<hecha:v (vo) rejavyhague;<javy:v|ja:v reñepyrũjey'arã;pyrũ:v|ñepyrũ:v reguata;guata:v remyatyrõ;myatyrõ:v rire ne;nde:n rembiapo;<hembiapo:n vai .
el triunfo;*:n|triunfar:v del verdadero;*:a|*:n hombre;*:n surge;surgir:v de las cenizas;ceniza:n del error;*:n .	ava;va:v|*:n reko;<heko:n porã;po:n niko heñóiva mba'evai tanimbukuégui;tanimbu:n .
nunca te quejes;quejar:v del ambiente;*:n o de los que te rodean;rodear:v , hay quienes en tu mismo;*:a lugar;*:n supieron;saber:v vencer;*:v .	ani rekaguai nde;*|*:n rekoha;<heko:n|reko:n|<hekoha:n térã nde;*|*:n jerére;jere:n oikóvare;ko:v|iko:v , heta;<heta:v oĩ;ĩ:v upérupi ne;nde:n rendaguetépe oñakarapu'ãva'ekue .
